"","Ensembl","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"8795","ENSMUSG00000041954",7.7549344527715,0.422794363570116,0.775213289193655,0.545391016206507,0.585484617876055,0.926390442565455
"8796","ENSMUSG00000025139",434.404626651812,-0.0783659537585524,0.143788239391631,-0.545009481235179,0.585746996739249,0.926403061387311
"8797","ENSMUSG00000029610",61.7252122324455,0.156086397537183,0.286279879749416,0.545223079155289,0.585600100257008,0.926403061387311
"8798","ENSMUSG00000042770",177.365655609988,-0.104881046199193,0.192431670743316,-0.545030065966081,0.585732839374678,0.926403061387311
"8799","ENSMUSG00000049044",11.0543890075452,0.371355864753878,0.681396651057298,0.54499220707595,0.585758877346001,0.926403061387311
"8800","ENSMUSG00000003038",164.778914203395,0.12250748213046,0.225163095084305,0.544083310298214,0.586384144790687,0.926847897943954
"8801","ENSMUSG00000020166",277.190157541782,0.0889633176948142,0.164001423186988,0.542454546832692,0.587505411595546,0.926847897943954
"8802","ENSMUSG00000021428",112.364924474472,-0.121963955580397,0.224248823405631,-0.543877794889397,0.586525570172151,0.926847897943954
"8803","ENSMUSG00000021809",87.2025922573475,-0.132614633439426,0.243664935208488,-0.544249969023884,0.586269470237593,0.926847897943954
"8804","ENSMUSG00000022528",239.918757274246,-0.0987754376589526,0.182089094511513,-0.542456635988747,0.587503972751859,0.926847897943954
"8805","ENSMUSG00000030231",53.7291700090413,-0.164283128320195,0.30232057768663,-0.543407033610801,0.586849584011719,0.926847897943954
"8806","ENSMUSG00000030823",11.644861714861,0.33424696414155,0.615776529599962,0.542805625213895,0.587263639761857,0.926847897943954
"8807","ENSMUSG00000032231",318.021200421554,-0.0848617298338794,0.156327758019262,-0.542844923442341,0.587236579712459,0.926847897943954
"8808","ENSMUSG00000032409",78.0774178775787,0.132638612584446,0.244505238528118,0.542477590185425,0.587489541266427,0.926847897943954
"8809","ENSMUSG00000032470",18.0488393003022,-0.284505719598287,0.524302166564354,-0.542636932940018,0.587379804767597,0.926847897943954
"8810","ENSMUSG00000039046",230.471354523005,0.0972205522698718,0.179145654850043,0.542689982356827,0.587343272690293,0.926847897943954
"8811","ENSMUSG00000040434",369.805528949902,0.0860781309836502,0.158388578189794,0.543461731694469,0.58681193235869,0.926847897943954
"8812","ENSMUSG00000045975",341.323735337809,0.0844585132026072,0.155556109307856,0.542945652076306,0.587167222432958,0.926847897943954
"8813","ENSMUSG00000054850",11.2257988868699,0.369620298698725,0.680562786646349,0.543109770253713,0.58705422604409,0.926847897943954
"8814","ENSMUSG00000061451",6.3160969905063,0.469190716783865,0.863672042303217,0.543251018676766,0.586956983687684,0.926847897943954
"8815","ENSMUSG00000066487",30.35302591536,-0.219813409605518,0.404032580095709,-0.544048723876296,0.586407944322453,0.926847897943954
"8816","ENSMUSG00000067722",87.6207343628446,-0.129526079400297,0.238015133890721,-0.544192620372475,0.586308929529927,0.926847897943954
"8817","ENSMUSG00000070426",93.27729612951,-0.125314246095021,0.230461004382153,-0.543754664399641,0.586610309963798,0.926847897943954
"8818","ENSMUSG00000072704",698.762757459835,0.0735074933542436,0.135151550690347,0.543889381799699,0.586517596221923,0.926847897943954
"8819","ENSMUSG00000073985",31.5073529924797,-0.2068209806865,0.381267492032563,-0.542456372516638,0.587504154210296,0.926847897943954
"8820","ENSMUSG00000083411",12.5489893623964,-0.31658074876403,0.583569441534954,-0.542490278331456,0.587480802820065,0.926847897943954
"8821","ENSMUSG00000089824",46.9516145540087,0.176455724467948,0.324639627714944,0.543543392129837,0.586755723141684,0.926847897943954
"8822","ENSMUSG00000028796",194.853888319431,-0.0955175284104563,0.176117560624848,-0.542350961889145,0.587576754668929,0.92685537496858
"8823","ENSMUSG00000044795",52.3037785271447,0.160900745595226,0.296728380270089,0.542249263278324,0.587646802449191,0.926860807308506
"8824","ENSMUSG00000032013",40.5358468833809,-0.177849494984437,0.328269228687003,-0.541779367185256,0.587970506758525,0.927152146814126
"8825","ENSMUSG00000034259",53.130576264987,-0.173364186818421,0.319997530131355,-0.541767265351257,0.587978844617748,0.927152146814126
"8826","ENSMUSG00000048578",2710.0585464857,0.0678114135942351,0.125184678667681,0.541690998578582,0.588031391763544,0.927152146814126
"8827","ENSMUSG00000028854",187.748935826891,0.111219563143391,0.205440590114886,0.541370929090476,0.588251940539041,0.927184732647105
"8828","ENSMUSG00000035047",80.1003132944728,-0.15257518936793,0.281819489291976,-0.54139332148834,0.588236509471274,0.927184732647105
"8829","ENSMUSG00000052783",12.1059562773968,0.316952906545299,0.585321227812535,0.541502497235264,0.588161276869697,0.927184732647105
"8830","ENSMUSG00000005125",85.647090474663,-0.131568355069441,0.24315765172769,-0.54108252047434,0.588450705642263,0.927323906118565
"8831","ENSMUSG00000006740",1148.38530200759,-0.0635809838433589,0.117514187127453,-0.541049428988523,0.588473513576678,0.927323906118565
"8832","ENSMUSG00000020900",70.4499268107661,0.149151975359149,0.275872808681798,0.540654862187545,0.588745495764381,0.927425218423897
"8833","ENSMUSG00000021376",11.6021062025268,0.324204920594316,0.599581475683171,0.540718707536641,0.588701482049539,0.927425218423897
"8834","ENSMUSG00000024878",25.3289675112426,0.248138777577846,0.459032193480759,0.540569443934322,0.588804383786658,0.927425218423897
